max_depth,accuracy,precision,recall,f1_score
5.0,0.7880496054114995,0.7532894736842105,0.6695906432748538,0.7089783281733746
8.0,0.7722660653889515,0.7317880794701986,0.6461988304093568,0.6863354037267081
10.0,0.7722660653889515,0.7302631578947368,0.6491228070175439,0.6873065015479876
